customer_id,segment,tenure_months,prior_successful_payments,prior_late_payments,estimated_annual_value_inr,gross_margin_pct,repeat_purchase_probability,prior_coupon_redemptions,contacts_last_7d,hours_since_last_contact,email_consent,whatsapp_consent,sms_consent,dnd_flagged
cust_001222,smb,82,68,4,218351.12,33.2,0.347,2,1,164.7,True,False,False,False
cust_001223,consumer,32,27,0,12917.01,53.8,0.3,1,1,24.0,True,False,False,False
cust_001224,consumer,41,28,1,22281.32,35.6,0.364,0,0,2840.5,True,False,False,False
cust_001225,smb,35,26,2,293982.32,29.3,0.211,1,1,63.3,True,True,True,False
cust_001226,consumer,36,23,3,6090.67,50.8,0.2,2,0,1318.0,False,False,False,False
cust_001227,consumer,13,9,3,33177.59,35.5,0.02,1,2,103.0,False,False,True,False
cust_001228,consumer,41,35,4,37840.13,50.1,0.182,0,0,1290.6,False,False,False,False
cust_001229,consumer,3,0,0,31558.9,53.5,0.058,0,0,1241.0,True,True,False,False
cust_001230,enterprise,28,22,1,2095405.21,20.8,0.106,3,0,2498.3,True,True,True,False
cust_001231,consumer,43,41,2,1080.88,53.8,0.386,6,0,1611.7,True,False,True,False
cust_001232,smb,20,11,1,323030.53,32.4,0.236,0,0,981.3,True,True,False,False
cust_001233,consumer,46,44,0,20829.48,31.8,0.357,2,0,2724.8,True,True,True,True
cust_001234,consumer,35,27,1,26727.52,38.9,0.303,3,1,61.1,True,False,False,False
cust_001235,smb,55,42,3,221377.08,30.1,0.379,0,0,742.5,True,False,False,False
cust_001236,smb,66,55,5,94188.13,28.1,0.097,3,3,50.8,True,True,True,False
cust_001237,smb,37,37,1,287781.41,29.9,0.291,0,3,27.6,True,False,True,True
cust_001238,smb,43,32,0,60713.25,31.9,0.268,3,0,433.3,True,False,False,False
cust_001239,enterprise,10,3,0,1111248.01,26.9,0.107,0,1,30.6,True,True,False,False
cust_001240,consumer,17,13,1,28095.99,30.2,0.225,0,0,2422.9,True,False,True,False
cust_001241,consumer,44,36,3,36799.43,30.1,0.272,1,0,2659.8,False,False,False,False
cust_001242,consumer,39,38,2,13921.48,39.8,0.316,0,0,1865.9,True,True,False,False
cust_001243,consumer,14,13,4,26823.87,50.4,0.154,0,1,37.1,True,False,True,False
cust_001244,consumer,17,16,0,14254.29,53.3,0.094,2,0,1719.7,True,False,False,False
cust_001245,consumer,39,30,1,24855.68,32.7,0.255,2,2,115.6,True,True,False,True
cust_001246,consumer,31,22,0,22991.08,43.6,0.114,2,0,1730.9,True,False,True,False
cust_001247,consumer,30,27,3,20287.68,46.7,0.299,0,0,2575.2,True,False,False,False
cust_001248,consumer,25,21,0,19885.67,38.2,0.224,1,1,13.2,True,True,True,False
cust_001249,consumer,6,7,0,18645.45,34.9,0.119,1,0,2381.5,True,True,False,False
cust_001250,consumer,2,7,0,23067.05,45.4,0.215,1,2,93.8,True,True,True,False
cust_001251,consumer,24,20,3,16006.99,33.9,0.294,0,1,160.9,False,False,False,False
cust_001252,consumer,34,28,1,18320.33,51.1,0.167,0,0,330.0,False,True,False,False
cust_001253,smb,20,13,1,193877.79,29.1,0.257,6,2,117.0,True,False,True,False
cust_001254,smb,30,25,2,291203.82,33.0,0.245,2,1,29.5,True,False,False,False
cust_001255,smb,2,1,0,280830.27,33.3,0.214,1,0,1240.0,True,True,False,False
cust_001256,smb,62,46,4,83642.17,35.8,0.244,2,2,81.0,True,False,False,False
cust_001257,enterprise,45,29,4,3198565.82,23.3,0.125,0,3,52.9,True,True,False,False
cust_001258,smb,22,18,2,20463.28,25.6,0.305,6,0,2847.4,True,True,True,False
cust_001259,consumer,46,43,2,5701.32,48.2,0.268,0,2,61.1,True,True,True,False
cust_001260,consumer,0,3,0,5539.44,45.1,0.14,2,0,1428.9,True,False,False,False
cust_001261,consumer,12,7,1,2136.44,49.0,0.194,0,0,909.7,True,False,False,False
cust_001262,smb,31,20,2,375263.04,30.8,0.119,0,1,115.2,True,False,True,False
cust_001263,smb,11,6,0,198477.05,29.6,0.094,0,1,89.7,True,False,True,False
cust_001264,smb,37,32,3,45414.72,29.7,0.225,0,0,1603.0,True,True,True,False
cust_001265,smb,52,39,4,194991.74,37.1,0.188,1,2,15.0,True,True,True,False
cust_001266,consumer,48,48,3,31437.29,36.1,0.211,0,1,120.8,True,True,True,False
cust_001267,consumer,12,11,2,5614.29,32.6,0.262,0,0,611.2,True,False,True,False
cust_001268,consumer,41,31,1,22414.81,36.7,0.188,3,0,2257.9,False,False,False,False
cust_001269,consumer,26,20,0,6327.0,34.5,0.392,0,0,2111.6,True,True,False,False
cust_001270,consumer,18,15,2,37915.77,54.3,0.254,0,0,766.5,True,False,True,False
cust_001271,smb,69,56,5,209813.13,22.6,0.268,3,1,66.2,True,False,False,False
cust_001272,consumer,45,35,4,35849.12,49.5,0.303,3,0,871.8,True,False,False,False
cust_001273,smb,78,59,5,315229.88,29.6,0.232,3,0,695.8,True,True,False,True
cust_001274,consumer,39,34,2,36724.07,36.3,0.253,0,2,97.1,True,False,True,False
cust_001275,consumer,29,17,1,34869.57,35.5,0.374,1,0,708.5,True,False,True,False
cust_001276,consumer,34,34,0,23549.09,34.7,0.314,0,0,2211.5,True,False,True,False
cust_001277,consumer,43,31,1,36194.84,28.8,0.189,0,0,1197.6,True,False,True,False
cust_001278,consumer,35,21,4,11593.63,32.2,0.139,0,2,134.2,True,False,False,False
cust_001279,consumer,31,33,3,8162.82,54.1,0.048,1,1,69.6,True,False,True,False
cust_001280,consumer,8,5,1,23303.54,38.8,0.114,3,1,8.8,True,False,False,False
cust_001281,smb,10,8,0,29342.91,40.7,0.276,6,0,2778.2,True,False,False,False
cust_001282,consumer,29,23,1,26671.44,53.5,0.17,1,0,2771.7,True,False,False,False
cust_001283,enterprise,14,21,0,1431219.06,17.2,0.154,0,1,30.4,True,True,True,False
cust_001284,smb,33,30,1,150708.37,36.4,0.344,0,0,673.1,True,False,True,False
cust_001285,consumer,33,22,1,24333.89,32.7,0.404,1,1,131.5,True,True,True,False
cust_001286,consumer,22,18,1,38893.72,40.7,0.232,0,0,2406.2,True,False,True,False
cust_001287,consumer,6,4,0,1059.3,31.4,0.219,2,1,93.5,False,False,False,False
cust_001288,smb,65,46,4,273163.84,38.8,0.278,2,0,1108.1,True,True,True,False
cust_001289,consumer,44,43,3,39307.63,31.8,0.343,0,0,1900.8,True,True,False,False
cust_001290,smb,21,13,0,292594.86,35.3,0.321,0,0,2498.9,True,False,True,False
cust_001291,smb,33,35,1,336584.13,34.7,0.095,0,1,20.2,True,True,False,False
cust_001292,smb,2,7,0,204515.4,28.3,0.174,0,0,2048.0,True,True,True,False
cust_001293,smb,53,36,2,107110.67,38.6,0.315,0,1,133.1,True,True,False,False
cust_001294,smb,10,7,0,159949.23,30.6,0.026,0,0,247.3,True,True,False,False
cust_001295,consumer,20,12,1,18308.94,41.4,0.173,2,1,4.0,True,False,False,False
cust_001296,smb,65,54,4,56515.71,36.6,0.387,2,0,2850.6,True,True,False,False
cust_001297,consumer,33,24,0,19245.38,30.0,0.358,0,1,165.5,True,False,False,False
cust_001298,consumer,21,12,0,27970.39,54.0,0.162,2,2,158.1,True,False,False,False
cust_001299,consumer,5,2,0,25383.63,38.3,0.189,1,1,97.6,True,True,True,False
cust_001300,consumer,22,13,1,33765.51,48.9,0.311,0,2,81.1,True,True,False,False
cust_001301,consumer,19,14,0,22017.84,48.6,0.228,0,0,1066.6,False,False,True,False
cust_001302,consumer,2,4,0,10648.8,36.9,0.136,0,0,1281.1,True,False,True,False
cust_001303,consumer,40,34,1,22834.59,37.7,0.247,0,0,1238.7,True,True,False,False
cust_001304,consumer,29,19,5,16834.26,33.6,0.183,3,1,94.5,True,True,False,False
cust_001305,consumer,27,17,1,10296.54,54.3,0.065,3,0,819.9,True,False,False,False
cust_001306,consumer,36,28,1,37156.12,43.9,0.221,0,0,834.0,False,False,True,False
cust_001307,consumer,42,26,2,28134.52,32.6,0.364,1,0,2224.3,True,True,False,False
cust_001308,consumer,33,28,2,23514.16,53.2,0.495,2,0,371.4,True,False,False,False
cust_001309,consumer,33,23,1,14236.03,35.8,0.172,0,1,23.0,True,True,True,False
cust_001310,consumer,19,14,0,15569.31,29.7,0.244,3,2,18.8,True,True,False,False
cust_001311,consumer,22,17,1,21386.22,44.1,0.306,1,1,162.0,True,False,False,False
cust_001312,consumer,4,2,1,10813.11,37.7,0.099,0,0,1717.7,True,False,True,False
cust_001313,smb,22,21,2,374459.5,36.8,0.191,0,0,942.3,True,True,True,False
cust_001314,smb,55,45,2,211685.18,35.9,0.376,0,1,166.1,True,False,False,False
cust_001315,consumer,48,31,4,23511.38,29.4,0.146,1,3,74.2,True,False,True,True
cust_001316,consumer,20,18,0,2808.59,34.2,0.275,2,0,984.9,True,True,False,False
cust_001317,smb,22,16,2,95608.72,24.7,0.174,0,0,576.4,True,False,True,False
cust_001318,consumer,14,5,1,8292.11,39.0,0.299,2,0,2484.2,True,False,False,False
cust_001319,consumer,20,21,1,10340.38,48.2,0.302,0,0,2729.8,False,False,False,False
cust_001320,consumer,15,18,0,1647.21,35.3,0.305,0,2,134.5,True,False,False,True
cust_001321,consumer,10,9,0,38325.67,45.9,0.209,0,0,2660.3,True,False,False,False
cust_001322,smb,15,8,0,336044.88,31.5,0.247,1,1,157.3,True,True,True,False
cust_001323,consumer,28,18,0,6586.4,46.3,0.209,3,0,635.5,True,False,False,False
cust_001324,consumer,48,43,1,21584.17,47.2,0.348,0,0,1805.5,False,False,True,False
cust_001325,enterprise,36,31,3,3326220.36,29.5,0.236,6,0,2460.6,True,True,False,False
cust_001326,consumer,3,0,0,34586.68,41.1,0.26,0,0,1934.4,True,True,False,False
cust_001327,smb,16,10,1,207716.86,25.5,0.257,0,0,816.9,True,True,True,False
cust_001328,consumer,24,17,0,7457.83,46.3,0.303,6,2,124.6,True,False,True,False
cust_001329,consumer,28,19,0,35149.76,50.5,0.406,0,0,2782.9,True,False,False,True
cust_001330,consumer,43,31,3,15412.16,41.7,0.269,1,0,1947.0,False,True,False,False
cust_001331,enterprise,87,67,3,2660454.6,18.3,0.436,0,0,2753.7,True,True,True,False
cust_001332,consumer,9,4,0,32476.09,31.6,0.227,0,0,2787.4,False,False,True,False
cust_001333,consumer,48,37,2,26761.2,43.7,0.342,1,1,108.8,True,False,True,False
cust_001334,consumer,27,21,3,15390.84,37.1,0.107,0,0,499.5,True,False,True,False
cust_001335,consumer,14,7,1,28322.71,32.2,0.146,2,0,2520.7,True,True,True,False
cust_001336,smb,49,34,2,224564.03,39.4,0.353,0,1,19.3,True,True,True,False
cust_001337,consumer,8,6,1,33568.28,46.2,0.173,1,0,2810.8,True,False,True,False
cust_001338,consumer,47,35,5,38410.63,45.2,0.187,0,0,562.0,True,True,False,False
cust_001339,consumer,9,0,0,7572.3,33.2,0.199,0,0,908.2,True,False,True,False
cust_001340,consumer,36,32,3,31013.18,46.9,0.169,2,0,1863.4,True,False,False,False
cust_001341,consumer,12,8,3,4880.3,42.8,0.165,0,0,2126.9,True,True,True,False
cust_001342,smb,71,57,4,147931.01,32.9,0.303,2,0,2681.6,True,True,True,False
cust_001343,consumer,26,21,0,33776.83,44.6,0.167,1,0,1314.7,True,True,False,False
cust_001344,consumer,14,17,0,7503.76,43.0,0.037,1,2,35.0,True,True,False,False
cust_001345,consumer,40,31,2,38557.27,52.7,0.113,0,0,893.9,True,False,True,False
cust_001346,consumer,42,38,1,20480.74,32.2,0.357,2,1,38.4,False,False,False,False
cust_001347,consumer,20,20,1,28475.76,48.6,0.194,6,0,1279.8,True,False,False,False
cust_001348,consumer,0,0,0,25574.76,53.2,0.173,0,0,1898.8,False,True,False,False
cust_001349,consumer,37,26,1,17050.47,51.0,0.19,0,1,30.8,True,False,False,False
cust_001350,consumer,23,11,0,27989.28,50.2,0.185,2,0,1455.0,True,False,False,False
cust_001351,consumer,14,8,0,24292.59,46.1,0.198,0,0,582.2,True,True,True,False
cust_001352,smb,54,40,5,180759.52,41.8,0.144,0,0,2389.2,True,False,False,False
cust_001353,consumer,36,26,2,11726.95,35.4,0.219,1,0,1046.4,True,True,False,False
cust_001354,consumer,13,11,0,16247.39,43.7,0.101,1,0,1084.9,True,True,False,False
cust_001355,smb,43,39,2,386643.98,24.4,0.249,0,3,7.5,True,True,False,True
cust_001356,consumer,17,6,0,21618.33,34.8,0.382,1,0,2064.0,True,False,False,False
cust_001357,consumer,38,30,4,29607.29,35.1,0.02,1,0,2623.4,True,False,False,False
cust_001358,consumer,0,0,0,8907.74,46.4,0.062,3,0,2006.1,True,False,False,False
cust_001359,consumer,36,31,0,8067.48,39.8,0.254,6,0,1794.6,True,False,False,True
cust_001360,consumer,30,24,1,6898.82,51.7,0.203,0,1,9.0,True,True,False,False
cust_001361,consumer,2,0,0,16039.09,35.4,0.228,3,0,2766.3,True,False,False,False
cust_001362,consumer,20,11,1,36451.37,44.5,0.166,0,2,31.2,True,True,True,False
cust_001363,consumer,28,26,0,31828.56,35.0,0.423,0,0,2399.3,True,True,False,False
cust_001364,smb,31,23,1,223063.47,28.3,0.291,0,0,2164.2,True,True,True,False
cust_001365,consumer,11,11,2,37886.94,53.1,0.187,0,2,107.9,True,False,True,False
cust_001366,consumer,34,21,1,29394.5,44.7,0.225,0,1,29.4,True,True,False,False
cust_001367,consumer,32,28,2,13443.82,37.9,0.233,0,0,2584.7,True,True,True,False
cust_001368,consumer,30,25,3,9597.68,37.9,0.132,2,1,50.4,True,False,True,False
cust_001369,smb,75,67,5,194595.69,27.2,0.211,0,0,1629.5,True,True,False,False
cust_001370,smb,10,2,0,281584.72,26.8,0.274,0,0,1697.9,True,False,True,False
cust_001371,consumer,30,23,1,8253.82,35.7,0.223,1,0,542.2,True,True,False,False
cust_001372,consumer,14,9,0,19563.92,49.8,0.171,0,0,1019.1,True,False,False,False
cust_001373,consumer,10,7,3,23903.35,38.7,0.02,0,1,23.8,True,True,False,False
cust_001374,consumer,21,15,1,2580.0,43.9,0.228,1,0,838.1,True,False,False,False
cust_001375,consumer,6,5,0,28318.73,42.6,0.226,3,0,1025.5,True,False,False,False
cust_001376,smb,80,59,5,295194.92,33.7,0.427,3,0,2187.9,True,True,False,False
cust_001377,smb,8,1,0,88077.04,23.4,0.093,1,1,111.6,True,True,True,False
cust_001378,consumer,38,30,2,36338.5,40.2,0.192,0,3,155.5,True,False,False,False
cust_001379,consumer,10,12,0,21161.36,38.6,0.185,2,1,36.1,True,False,False,False
cust_001380,consumer,15,12,0,24585.31,54.6,0.278,0,1,124.2,True,False,False,False
cust_001381,consumer,10,6,0,33419.08,40.0,0.154,0,2,155.4,True,True,False,False
cust_001382,smb,42,39,2,302915.14,32.8,0.27,2,0,554.3,True,False,True,False
cust_001383,smb,12,9,0,23965.39,41.2,0.166,6,0,2009.7,True,True,False,True
cust_001384,consumer,33,30,2,13459.56,42.4,0.269,0,0,794.1,True,True,False,False
cust_001385,smb,69,57,1,208551.95,29.6,0.499,0,1,86.1,True,True,True,False
cust_001386,consumer,45,32,4,781.02,37.0,0.212,0,1,49.7,True,True,False,False
cust_001387,consumer,37,18,0,19750.06,33.0,0.433,0,0,1300.1,True,True,True,False
cust_001388,consumer,31,27,3,7677.58,28.8,0.3,0,0,898.2,True,True,False,False
cust_001389,smb,54,43,1,49086.49,39.9,0.249,6,0,2696.6,True,False,False,False
cust_001390,smb,7,11,0,390618.9,41.3,0.137,6,0,599.6,True,True,False,False
cust_001391,consumer,40,31,3,10736.94,35.3,0.309,0,0,792.0,True,False,False,False
cust_001392,consumer,44,38,1,30368.77,52.8,0.294,0,0,2337.9,True,False,False,False
cust_001393,consumer,22,17,2,4919.49,47.1,0.059,1,2,23.7,True,False,False,True
cust_001394,enterprise,36,32,0,4796366.24,26.1,0.316,0,0,783.1,True,True,True,False
cust_001395,consumer,28,15,0,26250.03,37.7,0.252,0,0,1529.7,True,True,True,True
cust_001396,consumer,7,0,0,37712.14,37.4,0.163,1,0,1176.3,True,False,False,False
cust_001397,smb,31,25,1,359886.7,34.2,0.17,0,0,2322.3,True,True,False,False
cust_001398,smb,36,26,6,57887.82,26.3,0.12,0,1,120.3,True,False,False,False
cust_001399,consumer,29,28,1,1612.37,47.7,0.22,0,0,2813.2,True,True,False,False
cust_001400,smb,20,19,0,90498.42,22.3,0.207,0,0,1941.2,True,True,False,False
cust_001401,consumer,3,0,0,19258.2,32.0,0.235,0,2,26.3,True,False,False,False
cust_001402,smb,55,41,4,294147.85,23.4,0.231,0,0,1076.4,True,True,True,False
cust_001403,consumer,0,0,0,1526.88,40.5,0.127,2,0,1464.1,True,True,False,False
cust_001404,consumer,32,23,2,19168.25,30.0,0.323,0,2,119.6,True,True,True,False
cust_001405,consumer,35,32,1,32405.85,54.0,0.261,0,0,350.6,False,False,False,False
cust_001406,smb,18,13,0,89793.51,24.9,0.192,1,1,24.7,True,False,False,False
cust_001407,consumer,28,24,2,32014.53,40.8,0.302,0,0,1996.3,True,True,False,False
cust_001408,consumer,29,13,0,24305.78,36.1,0.238,0,1,98.6,True,True,True,False
cust_001409,consumer,20,13,1,38225.76,42.5,0.184,2,0,1332.9,True,True,False,False
cust_001410,consumer,30,28,1,22462.1,49.4,0.191,0,0,227.1,True,True,True,False
cust_001411,consumer,42,34,1,22520.86,30.4,0.247,0,0,1788.3,True,True,True,False
cust_001412,smb,69,57,3,374650.19,37.4,0.235,0,0,1112.9,True,True,False,False
cust_001413,enterprise,16,8,0,3173767.18,15.9,0.17,0,0,614.5,True,True,False,False
cust_001414,smb,20,12,3,349163.57,29.2,0.14,0,0,1255.3,True,False,False,False
cust_001415,consumer,39,30,0,690.76,41.9,0.246,6,0,533.5,True,True,False,False
cust_001416,consumer,48,38,4,29784.61,32.1,0.248,2,1,158.8,True,False,False,True
cust_001417,consumer,46,41,3,13805.12,42.7,0.216,2,2,72.0,False,True,True,True
cust_001418,consumer,37,29,2,20844.47,46.5,0.363,6,0,469.1,False,True,False,False
cust_001419,consumer,16,17,0,13524.18,31.8,0.15,0,0,1980.6,True,False,True,False
cust_001420,smb,37,25,4,176891.72,22.6,0.131,1,1,145.2,True,True,True,False
cust_001421,consumer,41,30,2,28980.2,49.9,0.158,0,0,2777.8,True,False,False,False
cust_001422,enterprise,44,38,2,5777542.75,20.3,0.337,1,2,79.1,True,True,False,False
cust_001423,consumer,14,8,1,14105.41,40.3,0.178,1,3,94.5,True,False,True,False
cust_001424,consumer,4,6,0,25319.5,49.2,0.284,3,0,288.8,True,True,True,False
cust_001425,consumer,5,4,0,5547.58,34.5,0.197,0,2,152.5,True,False,False,False
cust_001426,consumer,4,1,0,14358.48,31.4,0.09,0,0,2304.0,True,False,False,False
cust_001427,smb,41,32,3,165097.55,22.9,0.142,3,3,71.0,True,False,True,False
cust_001428,consumer,5,0,0,13649.4,28.2,0.132,2,0,616.9,True,False,False,False
cust_001429,consumer,10,6,2,6945.69,36.6,0.202,2,1,31.6,True,True,False,False
cust_001430,smb,46,44,2,374115.28,37.7,0.269,3,2,148.6,True,True,False,False
cust_001431,smb,39,32,1,199855.89,38.6,0.186,1,0,302.2,True,True,False,False
cust_001432,consumer,19,13,2,38955.4,31.4,0.173,2,2,126.9,True,False,True,False
cust_001433,consumer,16,14,1,24381.75,48.3,0.237,2,0,1319.1,True,False,False,False
cust_001434,consumer,42,35,3,28555.17,41.3,0.14,0,1,40.0,True,False,False,False
cust_001435,smb,24,18,1,295125.95,32.6,0.358,1,3,68.7,True,True,False,False
cust_001436,enterprise,52,39,3,819315.74,27.0,0.268,2,0,282.1,True,True,False,False
cust_001437,consumer,15,10,0,20118.51,30.7,0.049,0,3,34.8,True,False,True,False
cust_001438,smb,81,71,5,249668.52,41.2,0.337,0,2,136.8,True,False,False,False
cust_001439,smb,73,58,5,177677.53,37.6,0.361,0,2,128.0,True,False,False,False
cust_001440,consumer,32,23,5,10705.64,43.7,0.033,3,2,106.0,True,False,False,False
cust_001441,consumer,7,6,0,1394.04,52.9,0.135,2,0,209.7,True,False,False,False
cust_001442,consumer,26,20,1,4678.45,28.7,0.061,0,2,114.0,True,False,False,False
cust_001443,consumer,7,0,0,21651.22,41.1,0.158,3,0,496.9,False,True,True,True
cust_001444,smb,72,60,3,159207.83,29.0,0.464,1,0,2435.5,True,False,False,False
cust_001445,smb,52,42,1,242330.47,37.8,0.407,0,0,1476.5,True,True,True,False
cust_001446,consumer,4,3,2,17758.76,46.6,0.171,2,2,24.7,True,False,False,False
cust_001447,smb,51,38,3,47625.86,31.6,0.267,0,2,136.8,True,True,False,False
cust_001448,consumer,47,41,1,27946.11,44.7,0.27,1,0,228.6,False,False,False,False
cust_001449,smb,42,41,4,346097.63,22.9,0.302,0,1,128.5,True,False,False,False
cust_001450,smb,31,26,1,273743.71,40.7,0.21,0,1,148.0,True,True,True,False
cust_001451,consumer,37,29,3,31595.9,51.1,0.271,1,0,2341.8,True,True,False,False
cust_001452,smb,44,29,1,326728.4,24.7,0.26,0,0,2591.4,True,False,False,False
cust_001453,consumer,24,19,0,1245.0,36.0,0.376,2,0,984.5,True,False,True,False
cust_001454,consumer,29,19,1,8541.18,50.3,0.282,0,3,126.7,True,False,True,False
cust_001455,consumer,14,4,1,21438.01,49.0,0.133,0,0,2570.7,True,False,False,False
cust_001456,consumer,16,1,0,30937.82,38.6,0.254,1,0,327.9,True,True,True,False
cust_001457,consumer,13,8,1,6180.77,53.5,0.075,3,0,1735.8,False,False,False,False
cust_001458,consumer,33,25,2,17533.88,41.6,0.32,2,0,2821.2,False,False,True,False
cust_001459,consumer,23,14,1,31208.12,35.0,0.227,1,1,129.9,True,False,False,False
cust_001460,consumer,28,25,1,17448.04,34.9,0.193,0,1,84.5,False,False,False,False
cust_001461,consumer,4,0,0,23674.51,51.3,0.305,0,1,80.6,True,False,True,False
cust_001462,consumer,45,37,3,7454.52,53.5,0.251,2,1,82.8,True,False,True,False
cust_001463,smb,22,10,2,254379.47,32.9,0.22,1,0,851.5,True,False,False,False
cust_001464,consumer,37,32,2,34330.88,32.8,0.064,1,0,467.8,False,True,False,False
cust_001465,smb,9,12,1,180475.1,22.5,0.195,3,0,804.9,False,True,True,False
cust_001466,consumer,21,16,2,27567.41,53.4,0.235,0,2,63.9,True,True,False,False
cust_001467,consumer,28,29,0,17612.63,34.5,0.228,6,0,1313.6,False,True,True,False
cust_001468,smb,72,58,5,143519.0,36.0,0.375,6,0,1714.6,True,False,True,False
cust_001469,consumer,3,6,0,12289.37,48.9,0.136,2,1,76.6,True,False,False,False
cust_001470,consumer,22,16,3,39100.6,43.9,0.133,2,0,1729.2,True,True,False,False
cust_001471,smb,4,2,0,84465.54,32.9,0.02,1,1,29.7,True,True,True,False
cust_001472,smb,40,35,2,355204.35,26.8,0.231,0,2,59.2,True,True,True,False
cust_001473,consumer,2,1,0,6581.59,38.1,0.099,2,0,1930.9,True,False,True,False
cust_001474,consumer,2,0,0,9428.43,38.9,0.043,0,0,2372.1,True,True,False,False
cust_001475,consumer,27,19,3,5724.38,49.9,0.185,2,3,39.5,True,False,True,False
cust_001476,consumer,37,29,1,2772.52,49.1,0.36,1,2,20.7,True,False,True,False
cust_001477,consumer,23,15,2,11475.28,29.8,0.187,2,0,460.1,True,False,False,False
cust_001478,consumer,11,9,2,16123.17,30.1,0.143,3,1,46.8,True,False,False,False
cust_001479,consumer,6,8,2,35943.31,31.8,0.132,0,1,39.2,True,False,False,False
cust_001480,smb,42,35,4,352332.77,27.4,0.311,3,0,1089.8,True,False,True,False
cust_001481,consumer,15,14,1,26814.52,29.3,0.106,1,1,44.6,True,True,False,False
cust_001482,consumer,5,6,0,20317.88,34.4,0.114,1,0,704.9,False,True,False,False
cust_001483,consumer,31,19,2,25544.87,50.4,0.266,0,0,1850.8,True,True,False,False
cust_001484,consumer,21,15,2,18957.16,42.7,0.265,1,1,61.0,True,True,False,False
cust_001485,smb,57,47,2,290028.56,31.6,0.346,2,0,1550.3,True,False,True,False
cust_001486,smb,83,71,5,352460.44,36.7,0.355,0,0,2313.9,True,True,False,False
cust_001487,consumer,48,40,3,35375.46,36.1,0.325,1,0,704.8,True,False,True,False
cust_001488,smb,13,4,0,129239.93,33.5,0.11,0,1,75.0,True,True,True,False
cust_001489,consumer,3,0,0,38533.49,37.8,0.19,2,1,4.1,True,True,False,False
cust_001490,consumer,23,19,2,30639.11,42.5,0.2,3,0,2586.1,True,False,True,False
cust_001491,consumer,42,32,0,1972.24,38.8,0.424,2,1,10.2,False,False,False,False
cust_001492,consumer,22,17,2,907.77,43.5,0.173,2,1,144.2,True,True,False,False
cust_001493,consumer,0,1,0,25895.11,49.4,0.276,6,0,2828.3,True,True,True,False
cust_001494,consumer,47,29,3,8266.78,32.8,0.158,0,2,6.3,True,True,True,False
cust_001495,consumer,2,0,0,32842.18,51.8,0.074,2,0,1741.3,True,True,False,False
cust_001496,consumer,11,11,0,12341.3,32.9,0.207,2,0,1589.4,True,True,False,False
cust_001497,consumer,24,22,1,23117.68,40.1,0.204,0,0,1701.0,True,True,False,False
cust_001498,consumer,17,7,0,27684.47,32.7,0.206,6,0,1148.9,True,True,False,False
cust_001499,enterprise,50,45,3,820810.43,25.6,0.399,1,1,6.4,True,True,True,False
